,text_id,text,task_1,task_2,task_3
3803,hasoc_en_3804,@FootballPoll2 @ESPNcricinfo @ICC Oh really but @icc can covered the ground right . Btw #shameonicc  know the weather of england before they annaunced #iccwc2019 understand ! Thats it #viratkohli #teamindia,NOT,NONE,NONE
3804,hasoc_en_3805,The uniforms of all countries are somehow connected to the Nation and it must be and same love and salutes express this symbol so. #DhoniKeepsTheGlove,NOT,NONE,NONE
3805,hasoc_en_3806,"If we desire respect for the law, we must first make the law respectable.  #DoctorsFightBack",NOT,NONE,NONE
3806,hasoc_en_3807,Happy PRIDE Month   ✌️❤️🏳️‍🌈    #Pride2019 #LGBTQtogether #LGBTQ #GayPrideMonth #EqualityAct #NeverTrump #ImpeachDonaldTrumpNOW #fucktrump #firegop,NOT,NONE,NONE
3807,hasoc_en_3808,"@simontruetory @ToriesVsBrexit It would be irresponsible for Tory MPs to opt for #BorisJohnsonShouldNotBePM, perhaps even more irresponsible than holding a 50% threshold referendum.  For the Country’s and Party’s sake please go for @RoryStewartUK!",NOT,NONE,NONE
3808,hasoc_en_3809,#BorisJohnsonShouldNotBePM please RT!,NOT,NONE,NONE
3809,hasoc_en_3810,"#DhoniKeepsTheGlove ,Indian Senior Cricketer r taking everything for granted.  They should respect the LAWS of the Game.  Remove ur gloves.",NOT,NONE,NONE
3810,hasoc_en_3811,"Kid on a bike cycling down the road towards me, decides to try show off by taking his cap off, twirling it and catching it. Only he dropped it and fell off his bike a foot away from me.    #Dickhead.",NOT,NONE,NONE
3811,hasoc_en_3812,Monday vibes! #MondayMood #mondayvibes #RESIST #ResistTrump #FuckTrump #BlueWave2020 #WomensRightsAreHumanRights https://t.co/2q0Uo0mLv2,NOT,NONE,NONE
3812,hasoc_en_3813,The #narcissists have a new king.   #OJSimpson #OJSimpsonIsAMurderer #narcissism #delusional #murderer,NOT,NONE,NONE
3813,hasoc_en_3814,.@drharshvardhan   Sur .. make central govt rule.  Why passing on responsibility?  @IndianMedAssn   #DoctorsProtest   #DoctorsFightBack https://t.co/YgPsTEoRNM,NOT,NONE,NONE
3814,hasoc_en_3815,Now the players need to learn swimming.. Near era of commentary would be like -' that was a fast swim between the wickets '.🤣🤣🤣🤣  #ShameOnICC,NOT,NONE,NONE
3815,hasoc_en_3816,Dear @ICC too much hypocrisy  Humble request to fellow Indian  Supporters who is going to watch upcoming matches in stadium take #BalidaanBadge insignia with you especially #IndvPak match held on16th June. #DhoniKeepsTheGlove #CWC19 #bycotticc,NOT,NONE,NONE
3816,hasoc_en_3817,"@DCPNorthBCP  @DCPSEBCP  @DCPSouthBCP @DCPSEBCP  Dear IPS team,  Look at this video how police dept also helpless under the hands of politicians. If you have to work like this why IPS? #DreamZGKfraud   and #TGSFraud now #IMAfraud   https://t.co/KtywargcQe",NOT,NONE,NONE
3817,hasoc_en_3818,Sunday is getting more hotter now !  All the best champ @imVkohli  Few hours to go 🤩 #INDvAUS  #DhoniKeepsTheGlove,NOT,NONE,NONE
3818,hasoc_en_3819,@DevinCow @TheRealOJ32 Blocked him. #MURDERER,NOT,NONE,NONE
3819,hasoc_en_3820,I love this place @industrialeats #FuckTrump https://t.co/2Lxye53iVB,NOT,NONE,NONE
3820,hasoc_en_3821,".@AfridaRahmanAli: Thousands of spectators who have flocked to England from various parts of the globe have been severe disappointment. At this rate, is it even a fair game anymore? #ICCWorldCup #ShameOnICC https://t.co/kDP6mYi9LR",NOT,NONE,NONE
3821,hasoc_en_3822,I think @ICC should focus on uphelding sports man sprit  rather than @msdhoni gloves. @BCCI #supportdhoni  #DhoniKeepsTheGlove,NOT,NONE,NONE
3822,hasoc_en_3823,"@mademarest Until this goes into circulation, and it will t-minus-t, I'm using a stamp I found on Etsy. Cuz #fucktrump",NOT,NONE,NONE
3823,hasoc_en_3824,"@realDonaldTrump @FoxNews No we still want you impeached, just because I didnt show up to rally! #idiottrump #lyingtrump #trumpiscompromised #delusionaldon",NOT,NONE,NONE
3824,hasoc_en_3825,World Cup#Umpiring these days #ShameOnICC https://t.co/zAMTjWh8H6,NOT,NONE,NONE
3825,hasoc_en_3826,@bhogleharsha @cricbuzz Both captains out on the field for the toss. Lands on heads. The Captain decides to swim first. #ICCWorldCup2019 #ShameOnICC #CricketWorldCup,NOT,NONE,NONE
3826,hasoc_en_3827,"ICC didn't give the permission to Dhoni to wear the glove with the Balidaan badge. We all know what happens when people mess with Kohli. Now, we'll see what happens when you mess with Dhoni.  #DhoniKeepsTheGlove #WorldCup   Remember this tweet.",NOT,NONE,NONE
3827,hasoc_en_3828,"#DonTheCon to @GStephanopoulos: : 'I don't think in my whole life I've ever called the @FBI.'    Well, DUH!!    Show me a #MobBoss who has. 🙄    #DonTheDon #TrumpCrimeFamily #TrumpIsACriminal #TrumpIsATraitor #TrumpIsADisgrace",NOT,NONE,NONE
3828,hasoc_en_3829,"I’m pretty sure that when I lose the 2020 election, I’m not leaving the White House without thrashing the joint like a Guns N’ Roses band member. #HeIsNotLeaving #FuckinFuckThisGuy #FUCKTRUMP",NOT,NONE,NONE
3829,hasoc_en_3830,#ShameOnICC  @ICC You guys are more concerned about @msdhoni gloves or Michael Holding's commentary on umpires.,NOT,NONE,NONE
3830,hasoc_en_3831,@ImRaina @msdhoni As said by @ImRaina sir but trollers won’t understand everytime they need some or the other point to troll and being patriotic is not crime nor it is breaching rules of @ICC still msd is asked to remove glove and pakistan as usual like cowherds #DhoniKeepsTheGlove @msdhoni my god,NOT,NONE,NONE
3831,hasoc_en_3832,How Do This Pakistanis Are Expecting To Win With Such A Team Which Has 0 Consistency 1 Min Up 1 Min Down Against India 🇮🇳 They Are Going To Badly Defeated Like Always  #SAMIIBRAHIM #PakvsInd #FawadChaudhry #HinduSamarajyaDiwas #DoctorsFightBack #BoycottBankAlFalah,NOT,NONE,NONE
3832,hasoc_en_3833,#DhoniKeepsTheGlove Dhoni just love India and for the pride of our beloved Nation Dhoni should keep wearing the glove with the balidan logo....,NOT,NONE,NONE
3833,hasoc_en_3834,@poplife @ewarren @KamalaHarris Sooooo cool! I'm feelin your excitement!!!!  #MoreWomenInOffice #Warren2020 #Harris2020  #DreamTeam2020  #WomensRightsAreHumanRights #FuckTrump,NOT,NONE,NONE
3836,hasoc_en_3837,@HMOIndia @AmitShah @MoHFW_INDIA should take necessary action to stop #HumanRightsViolations happening in West Bengal #isupportdoctors  #DoctorsProtest #DoctorsFightBack #DoctorsStrike,NOT,NONE,NONE
3837,hasoc_en_3838,@mipaltan None other than our HITMAN RO-HIT SHARMA @ImRo45 BY THE WAY #ShameOnICC,NOT,NONE,NONE
3838,hasoc_en_3839,#SaturdayThoughts #SaturdayMotivation #Savethedoctors #MamtaBanerjee #mamtalosingcontrol #WestBengal #BengalDoctorsStrike #BengalViolence #DoctorsProtest #DoctorsFightBack #DoctorsUnderOppression #doctor #jokes #TEHC    (Credits: @Kulkarnium ) https://t.co/pqEpZbDlM5,NOT,NONE,NONE
3839,hasoc_en_3840,@surnell @muraliks_11 @BCCI @ICC Yep...How can it violate those three regulations...  #DhoniKeepsTheGlove,NOT,NONE,NONE
3840,hasoc_en_3841,You can remove Soldier from Army but can't remove Army from within Soldier.  @msdhoni @BCCI @ICC #DhoniKeepsTheGlove https://t.co/Xn3sH7Qlrz,NOT,NONE,NONE
3841,hasoc_en_3842,Be an hindu or muslim and anyone else... A #rapist should be punished without delays. There must be no room to discuss to defend these issues #indianfirst,NOT,NONE,NONE
3842,hasoc_en_3843,Those purebreds on social media advising that Dhoni should get the Insignia logo tattooed on his arm - calm down &amp; pls practice yoga going forward- if he wanted it that way he’d have done that to begin with.     He knows what’s right.     #DhoniKeepsTheGlove   #DhoniKeepTheGlove,NOT,NONE,NONE
3843,hasoc_en_3844,@kylegriffin1 #ExtinctTheGOP    The #GOP DOES NOT work for 'WE THE PEOPLE' (American Citizens).    The #GOP DOES NOT uphold their Oath of Office!    #GOPTraitors  #GOPTreason   @RepChrisStewart #TREASONOUS  #TrumpIsATraitor   #ImpeachTrumpNow,NOT,NONE,NONE
3845,hasoc_en_3846,🔴 ⚪ 🔵 🔴 ⚪ 🔵 🔴   #billclinton clintonfoundation hillaryclinton @barackobama #rapist #murderers #nypost #pedogate #clintoncrimes #nola #nytimes #clintonbodycount #washingtonpost #USA #America #qanon #KAG2020 #anonymous… https://t.co/YHTsiB1LJv,NOT,NONE,NONE
3846,hasoc_en_3847,This is sad and disgusting and I can't take it anymore. :'(   #FuckTrump https://t.co/qjYvH1Rfp6,NOT,NONE,NONE
3847,hasoc_en_3848,Nothing else matters  #IstandwithNRS #DoctorsStrike #DoctorsFightBack #DoctorsUnderOppression #doctors_against_assualt https://t.co/t2Sp9NBuyY,NOT,NONE,NONE
3848,hasoc_en_3849,@clevelanddotcom #ImpeachTrumpNow   #ImpeachmentInquiryNow #fucktrump   #TraitorTrump #RussianAsset #GOPTraitors #NationalJohnMcCainDay #NationalSecurity threat #CriminalInChief   #ImpeachTheMFTraitor,NOT,NONE,NONE
3849,hasoc_en_3850,Spotted outside Trump World Tower  #notmypresident #dumptrump #fucktrump #midtowneast #dachshund @ Trump World Tower https://t.co/eVW8fsQA6H,NOT,NONE,NONE
3850,hasoc_en_3851,A 70-year-old alleged #rapist John Nomeh is among the 26 awaiting trial inmates of the Abakaliki prisons freed by the Chief Judge of Ebonyi on Monday in Abakaliki.    Read: https://t.co/vr5Xl1VLEu  Alleged rapists should not be eligible for such acts of clemency.  #rape,NOT,NONE,NONE
3851,hasoc_en_3852,Mr Johnson as Mayor of London. And this man could be our Prime Minister. #BorisJohnsonShouldNotBePM #ToryLeadershipElection https://t.co/Oltd7JC4EG,NOT,NONE,NONE
3852,hasoc_en_3853,"#UnfairLaw against Men : Aditya Pancholi approaches police, says afraid of 'fake' rape case by Kangana Ranaut https://t.co/9ALiZhZ4PS  Today any women can term any Men #Rapist , even can claim it happened 30 yrs back! No evidence , no medical, her verbal word enough. #SpeakUpMan",NOT,NONE,NONE
3853,hasoc_en_3854,*enter sarcasm* They don't need evidence to prove anything! If they said it it's true and anyone who expects proof is part of the fake news media. 🤬🤬🤬🤬 #ThursdayThoughts #ImpeachTrumpNow #TrumpisaTraitor #FuckTrump https://t.co/78kDKRQvK4,NOT,NONE,NONE
3854,hasoc_en_3855,ICC turns down #BCCI's request to allow @msdhoni to continue wearing the army insignia on his wicket-keeping gloves; ICC says regulations for ICC events do not permit any individual message or logo to be displayed on any items of clothing or equipment.   #DhoniKeepsTheGlove https://t.co/v1HM0rsNOl,NOT,NONE,NONE
3855,hasoc_en_3856,Happy John McCain Day!!! #JohnMcCain #BetterThanTrump #WarHero #FuckTrump,NOT,NONE,NONE
3856,hasoc_en_3857,The #Murderer Was Full of #Hate. But Did He Commit a Hate #Crime? https://t.co/MOftSbAR4w,NOT,NONE,NONE
3857,hasoc_en_3858,#Savethedoctors #SAVEDOCTORS #DoctorsFightBack #doctors_against_assault #DoctorStrike  . We deserve respect not arrogance. https://t.co/VdUAQmn2XA,NOT,NONE,NONE
3859,hasoc_en_3860,@ICC Should change the venue for semifinal and finals  #ICCCWC2019 #CWC19 #INDvNZ #ShameOnICC,NOT,NONE,NONE
3860,hasoc_en_3861,Day 2 ...The Protest Continues !!  #SaveTheSaviour   #SaveBengal   #SaveOurDoctors   #DoctorsFightBack   #DoctorsProtest https://t.co/pZX5NFoc2b,NOT,NONE,NONE
3861,hasoc_en_3862,We all know the story of the Ant &amp; the Grasshopper. What are you?     Call 80074 80300 to book an appointment with a SEBI Registered Investment Advisor now!     #INDvsNZ #ENGvWI #ShameOnICC https://t.co/UBJuMxeHgP,NOT,NONE,NONE
3862,hasoc_en_3863,"Earlier the #Bengal is known for #tagore #raman #bose #dada #rashgulla but now 'one' is ruining the whole of it.  #DoctorsFightBack #DoctorsProtest #suffering is again only for commons, let them go back on their conditions!!!!",NOT,NONE,NONE
3863,hasoc_en_3864,THE 7 BIGGEST FAILURES OF TRUMPONOMICS... #Resist #ResistTrump #FuckTrump https://t.co/AgimFUzDCn,NOT,NONE,NONE
3864,hasoc_en_3865,East Turkestan In 50 Seconds  https://t.co/GH1hIkbxOO  #Uyghur #FreeUyghur #EastTurkistan #China #StopChina #BoycottChina #Genocide #ウイグル #RT,NOT,NONE,NONE
3866,hasoc_en_3867,#DoctorsFightBack in Bengal Vs #LeecheeFightBack in Bihar. When people will get the proper quality medical services without reservations? Surely a Curse now blaming leeches today n mangoes Tommorrow in fighting,NOT,NONE,NONE
3867,hasoc_en_3868,"#DhoniKeepsTheGlove if having the army Insignia is political issue and not an Indian military respect then #sheldonCottrell should also be banned from his army celebration what, say #ICCWorldCup2019",NOT,NONE,NONE
3868,hasoc_en_3869,@Banks want to explain yourself? @AlissaViolet @FaZeClan @FaZeApex @FaZeBlaze @FaZeAdapt @JohnScarce @FaZe_Rain #TrumpSupporter #fucktrump https://t.co/fl2jaY7m92,NOT,NONE,NONE
3869,hasoc_en_3870,Focus on umpiring issues @ICC  rather than @msdhoni I support dhoni ji.   #DhoniKeepsTheGlove #MSDHONI,NOT,NONE,NONE
3870,hasoc_en_3871,#nopoliticswithdoctors #DoctorsFightBack Need urgent intervention frm the newly formed gov. to take some necessary &amp; fruitful steps in order to bring life of the state back to normal.,NOT,NONE,NONE
3871,hasoc_en_3872,Blackmailing our professors and parents won't stop us from asking for what belongs to us  #DoctorsUnderOppression  #DoctorsFightBack  #doctorsUderPression  #help,NOT,NONE,NONE
3872,hasoc_en_3873,This is a ploy to get us into another senseless war. The trump administration is making up fake evidence and framing Iran. That’s why Kushner was talking to Saudi Arabia so much. #BoltonIsBehindIt #TrumpIsATraitor #ImpeachDonaldTrumpNOW #TrumpCrimeSyndicate https://t.co/qRzyVNX4Jv,NOT,NONE,NONE
3874,hasoc_en_3875,"#Dhoni can use a temporary tattoo on his neck for this logo, ICC can do nothing about it    #Tattoo_it_Dhoni  #DhoniKeepTheGlove   #DhoniKeepsTheGlove   #DhoniKeepTheGloves   #WC2019 https://t.co/ND04U3mkpc",NOT,NONE,NONE
3875,hasoc_en_3876,YouTube’s CEO issued a non-apology to LGBTQ people. It didn’t go over well. #Resist #ResistTrump #FuckTrump https://t.co/8rhMpNfpTe,NOT,NONE,NONE
3877,hasoc_en_3878,"Rape culture cw//    'No, but I know him, and he's not like that.'    No, he's another kind of #rapist.",NOT,NONE,NONE
3878,hasoc_en_3879,@republic #DoctorsFightBack Situation going out of control-critical patients not getting treatment as doctors are on strike. @MamataOfficial must respond to diffuse the situation &amp; not accelerate  the problem as she did by threatening Doctors at SSKM on 13 June 2019. @pradip103,NOT,NONE,NONE
3880,hasoc_en_3881,"now the whole country is with you mahi, the country's pride comes first no matter we win the game or not, we play the match or not. now its about the pride of our para martyrs. we always support you dhoni.  #TeamIndia  #DhoniKeepsTheGlove   #DhoniKeepTheGlove   #DhoniKeepTheGloves",NOT,NONE,NONE
3881,hasoc_en_3882,ICC you can stop dhoni but can't stop his fans .   #JaiHind 🇮🇳  #Msd #DhoniKeepsTheGlove #CWC19  #BalidanBadge #ICCWC2019 #ICCVersusIndia #ICCWorldCup #ICCWC19 #gabbar #ShikharDhawan #rohit #INDvAUS #BleedBlue  #sachinopenagain #AskStar #WorldCup2019 #CricketWorldCup https://t.co/DZCxxxySJB,NOT,NONE,NONE
3882,hasoc_en_3883,#Yale #psychiatrist Bandy X. Lee on #Trump : 'His state of mind has been steadily #deteriorating for some time' | https://t.co/VnD5h4rBDs    #ResignTrump   #Delusional #psychopath   #ADD  #TrumpIsATraitor  https://t.co/8ROUYXw8iT,NOT,NONE,NONE
3883,hasoc_en_3884,#lougehrig #baberuth #nyyankees #murderer’srow  #writing   #screenwriting   #tvwriting  #amediting  #amrewriting  #writingmusic  #scriptnotes  #scriptchat  #nycgratitude @ Central Park https://t.co/lXAC85wsAO,NOT,NONE,NONE
3884,hasoc_en_3885,"@bethreinhard @leahmcelrath 2nd Amendment rights if never before now. A convicted #Rapist criminal shows up at your front door to take your child, I don’t think so #Alabama!",NOT,NONE,NONE
3886,hasoc_en_3887,"I've said it before and I'll say it again,  'I'm retired'....err...retire(ing).  I really mean it this time. #somedaysoon #justletgo #eatingisoverated  #sellingthefarmandmovingtoCostaRica #FuckTrump",NOT,NONE,NONE
3887,hasoc_en_3888,"Rain, injuries, poor umpiring, hospitality issues and censoring commentators! The worst world cup is in progress?    #CWC19 #EngvWI #Shameonicc #INDvPAK #AusvSL",NOT,NONE,NONE
3888,hasoc_en_3889,Delhi's 14000 Docs In Solidarity Protest For Their West Bengal Colleagues #DoctorsFightBack #DoctorsProtest #SaveTheDoctors   https://t.co/QZIQOEjjef,NOT,NONE,NONE
3889,hasoc_en_3890,I support Dr. Sahab     #DoctorsProtest  .  #DoctorsFightBack,NOT,NONE,NONE
3892,hasoc_en_3893,FATAH: Why Shariah mortgage is a deception https://t.co/saoQ8EdbxE  #IMA    #IMAJewelsFraud   #IMAJewels  #IMAScam   #IMAFraud  #MansoorKhan  #IMAFraudCase   #Bangalore,NOT,NONE,NONE
3893,hasoc_en_3894,"@docmuktesh We have ZERO interest in playing GOD, so please don't treat us either as a GOD or as a DOG! If you deserve respect, so do we, nothing more and nothing less...  #DoctorsFightBack",NOT,NONE,NONE
3894,hasoc_en_3895,#DoctorsFightBack Angry Relatives Of Patients roughing up and mishandling Doctors is old story. So is protest by Doctors to counter such misbehaviour. But BJP has achieved a first by converting this into Muslims vs Doctors.,NOT,NONE,NONE
3895,hasoc_en_3896,Why so much Muslim appeasement by Mamta Banerjee  Just vote bank politics by her.  She has the rights to say doctors that they are wrong and are outsiders but she cannot say that Muslim crowd.who attacked that they were wrong.  #SaveBengal  #DoctorsFightBack   #SAVEDOCTORS https://t.co/KADSUfDBWv,NOT,NONE,NONE
3896,hasoc_en_3897,"The 'coronation' of #Boris? Will just 312 Tory MPs or 124,000 Tory Party members be allowed to pick the next British PM in a country of 65 million? How can this be possible in a 'democracy'? The #UK can no longer pretend to be a democracy. 😡 #BorisJohnsonShouldNotBePM",NOT,NONE,NONE
3897,hasoc_en_3898,"We fans wait for 4 years, this time format was great but your brainless planning for the venue have ruined all the charm. I really wish that atleast 10 more matches get washed away and you are forced to reschedule each abandoned match again. What a pathetic WC thid is #ShameOnICC",NOT,NONE,NONE
