,tweet,class
22423,Video: Shy Glizzy &#8211; &#8220;I Can&#8217;t Trust&#160;Myself&#8221; http://t.co/HRfuDrvZdb,2
22424,"View from the ghetto ain't bad, Rio http://t.co/umjPU8gT",2
22426,Vintage Gold and Diamond Engagement Ring / 10k yellow gold unique #ring Size 4.75 by VintageBaublesnBits http://t.co/iI0v4LbSQK via @Etsy,2
22427,"Viola, Auntie...you can't call White trash women White trash like this during primetime! #HTGAWM",2
22428,"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?",2
22430,WALK OFF HR! @Yankees,2
22434,WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx,2
22435,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #ISIS #tcot #pjnet #lnyhbt #gop,2
22437,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs http://t.co/uHZ1qKcrJE,2
22440,"WEBBERS! RT @DMILZ4: Sz13 vnds restorers dream, cracked midsole, sole separation, and fogged bubbles. 150 http://t.co/yC81VG2kg1",2
22441,WH: Obama won&#8217;t name Holder&#8217;s replacement until you rubes have already cast your midterm ballots - Hot Air http://t.co/Yf1o8h99Uz,2
22442,"WIB plays next Fri (5-16-14)at the Silverdome Ballroom(21+) in Neillsville,WI with Charlie Parr &amp; Hobo Nephews of Uncle Frank! Tickets 15$",2
22443,WTF I'mma do about my legs Charlie Murphy...,2
22445,"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped.",2
22451,"Wait a minute... Bowyer causing a yellow in a Chase race RT @Knighter01: Caution, 15 #NASCAR",2
22453,Wait did @kidfivevibes take my brownies??,2
22457,Waiting for brownies. I want brownies. Someone hooks it up?,2
22474,"Want to go get this brownie, I'm stuck doe.",2
22475,Want to touch tha boootyyyyy....neeeeed to touch the heinie &#127825;,2
22478,"Was finna slit my eyebrows up in the shop but nahhhhhh.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
.",2
22481,WashPost Describes Charlie Crist's Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked/Answering Questions! DoG,2
22487,Watch out #ned! #crc #worldcup2014 #puravida http://t.co/DcAgrh4SLE,2
22491,Watched some crows eat a sandwich,2
22492,Watching #Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees,2
22495,"Watching Richie Rich! On Tv..Even he wanted to kick it with the ghetto kids..

Shows yuh how much Money Aint A Thang!...",2
22511,We can't call somebody wack we got Raymond Felton RT @BeckDeeMyG: Lin so trash.,2
22533,We over here struggling with college and work and ice jj fish making money for being trash lol. What has this world come to.,2
22538,We wacko birds are still tweeting #MakeDCListen,2
22540,"We're Bringing The Cadaver Dogs, Charlie Brown. #rejectedpeanutsspecials",2
22542,We're going to make the school look so redneck tomorrow.,2
22545,Weed brownies &gt;&gt;&gt;&gt; &#128553;&#128079;,2
22548,Weekend is here. What an amazing week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.,2
22550,Weird frosted colored lipgloss is weird...,2
22551,"Welcome to our land of dispossession! http://t.co/v14jkTLZ Check out the evil, racist whitey sitting on steps etc. ""Reconquista, Woo Hoo!!",2
22552,"Welcome to the family, Mia Meli! #new #puppy #adorable #cute #fluffy #mutt #mybaby #girl http://t.co/a27C1XueZP",2
22556,Well Jay I guess if you wanna keep your house from burning down...the bird is the word yeah!!!! #jaymohrsports @jaymohr37,2
22557,Well Jenna's getting a yellow lab so I know where ill be whenever I'm home,2
22562,Well good morning early birds.. t minus 47 mins until thee clock out. Then breakfast shower rub one and sleep!,2
22575,Went to an open house today &amp; the place was trash. Ewww,2
22578,Western Jihadi fanboys use of language: peppering sentences with Arabic words to sound knowledgeable - #Comical http://t.co/G2rca1XGh7,2
22593,What a trash franchise. RT @ArashMarkazi: Fergie will sing the National Anthem at the Clippers season opener tomorrow.,2
22596,"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!",2
22597,What barrel of trash doesn't smell as bad? RT @Jay_F5 Imagine Dragons or Nickelback?,2
22600,"What else come on on mondays im not finna watch that trash, ive destroyed enuf brain cells.",2
22601,What ever happened to the Teen Titans of my day and why must they mock me with this Teen Titans Go?,2
22602,What if I talked ghetto lol I'd be so annoyed of my self,2
22605,What is this the @Yankees are doing today? Using those wooden things and making it all the way around the bases? Weird.,2
22614,What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized &amp; cursed brethren and say:,2
22623,What the monkey... http://t.co/h76rptL8Wq,2
22638,What's a trash party ?,2
22655,When Charlie tries to walk into my room and it can't remember if I locked the door or not http://t.co/FrTigzzPQf,2
22670,When Robinson Cano left the Yankees they were selling his jersey for $25. When Aaron Hernandez went to jail they sold his for $10.,2
22684,"When all else fails, blast bare nips",2
22692,When did Miley turn ghetto?,2
22694,When did it become cool to ne stupid? This teabagger debate is slim on facts at best.,2
22725,"When people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; 

@StephyRae7",2
22726,"When people really think I'm Asian I get offended,
Even though I make fun of my gook self",2
22742,When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;,2
22746,When will Joe stop telling PBO how to do his job? You couldn't even keep a job in #teabagger Florida. #morningjoe,2
22750,When you colored every day is Sunday,2
22766,"Whenever I see a pic captioned
""Soft ghetto"" I log off for 25 minutes",2
22783,Where would me life be without God and @levimitchell.....seriously I'd probably be living In a trash can haha!&#128514;,2
22787,Where's the part where Fat Amy goes err wop wobn wefo? #thingspeoplesay @FatAmyPost,2
22790,Which expendable player can we put in with the sole objective of breaking Beverley's jaw?,2
22794,"Whipped cream &#9829;,&#9829; #endlesslove",2
22795,Whipped http://t.co/EFSVjPqrwq,2
22796,Whipped out some french in front of some babes at the post office. #winning,2
22799,"White kids, black kids, yellow kids hell even purple kids, if you carry yourselves like Daniel #Geale you will go far. #GealeMundine2",2
22808,"Who is John Hanson? A ""Black"" Man, A Moor, John Hanson
was the First President of the United States! George... http://t.co/rpSeqjD3",2
22810,Who needs an alarm when you have the worlds most annoying bird outside your window?!??,2
22811,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo",2
22822,Who wanna play pin da tail on da colored man's butt?,2
22824,Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.,2
22825,Who'd have thought my redneck husband would claim the hipster glasses? http://t.co/Vv6MzpQ4ju,2
22833,Whoever made these brownies and cookies belongs in heaven,2
22834,Whoever mocks the poor insults his Maker; he who is glad at calamity will not go unpunished. http://t.co/P7zwAoXi4l,2
22836,"Whoo? A new attraction in Virginia City, birds of prey. Meet this owl famous for his role in Harry Potter. http://t.co/1NFSh5sCcR",2
22837,Whoooooaaa no chill savage &#8220;@CantBeLocal: Here monkey monkey http://t.co/wmZ8s3j6iG&#8221;,2
22838,Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden,2
22842,Why Jon hates birds. http://t.co/VwXlbmJ7fY,2
22843,Why McDonald's breakfast good but the lunch trash,2
22848,Why are people saying don't let guys treat you like a yellow starburst? That's my favorite.,2
22857,Why can't I have colored eyes like my siblings &#128557;&#128557;,2
22865,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!,2
22872,Why do visiting teams WHINE about right field as if it is longer for their batters. #Yankees #YankeeStadium,2
22875,"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe",2
22887,Why is all these artist and new ones making so much trash?,2
22890,Why is my mother bothering me about the trash? It's my day off leave me alone and stop nagging,2
22896,"Why no boycott of racist ""redskins""?
#Redskins
#ChangeTheName
#ChangeTheMascot",2
22907,Why won't we run the ball? Our offensive coordinator is retarded,2
22911,Why would you think Common is trash? Tf,2
22924,Wicked Oreo,2
22926,Will Hillary &#8216;dodo-bird&#8217; Be Dems 2016 Candidate To Take Over Obama's Job As US Prez? DoG http://t.co/wFlZyXmVk6 via @worldnetdaily,2
22927,Will be interesting to watch how Interlagos grips in this weekend. F1 cars basically the guinea pigs for WEC later this month.,2
22944,With birds ill share this lonely view,2
22948,With the birds i share this lonely view..,2
22951,"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge.",2
22969,"Won't catch me sneak dissing, thats fo the birds.",2
22971,Woot! RT @Yankees: #Yankees completed their sixth series sweep of the season and fourth at home.,2
22974,Word to my bird! http://plixi.com/p/60040730,2
22983,Working Saturday is for the birds #FML,2
22987,Would you be interested in some eggplant? RT @NittyScottMC: twerk on me http://t.co/75UftRuVDZ,2
22989,"Would you rather be a monkey or a gorilla? &#8212; Neither, they're both hairy! But if I had to choose, a monkey. They... http://t.co/h2RQF5OqWb",2
22996,Wow redskins don't want this,2
22997,"Wow, Charlie Strong is cleaning house. Might be upwards of 10 released before he is done. @Evan_P_Grant",2
22999,Wow. No yellow yet? = Pagenaud and Marco screwed. Maybe no yellow coming,2
23047,"Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao",2
23048,Y'all sleep on Shy Glizzy &#128564; Young Jefe&#128520;,2
23049,Y'all suck on flappy bird,2
23055,YES!! RT @Merky__: NO!!! RT @HuffPostTaste Will YOU buy the new Caramel Apple flavor of Oreos? http://t.co/K8zUp4Ynzf http://t.co/AMuZaTglx8,2
23070,Ya'll take note. There ain't never tornadoes where colored folk live,2
23088,Yall know Skip Bayless is about to slit his wrists over Romo! Lol,2
23095,Yankee homeruns make me all tingly.,2
23096,Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent,2
23097,Yankees getting killed,2
23098,Yankees great Joe DiMaggio reportedly used to beat wife Marilyn Monroe. Here she is in 1954 announcing divorce http://t.co/blS7dalMiF,2
23099,Yankees season over tho. So yeah.,2
23100,Yankees should have NEVER gave away Melky. Guy can flat out HIT. #yankees #giants,2
23101,Yankees shouldn't rely on the long ball in the playoffs #Yankees #MLB,2
23102,Yanks choked too..... Lost 4 strait remember,2
23103,Yanks won't make the playoffs but we ain't in the AL basement. That's the Red Sox position:http://t.co/f7HXNDz1hy&#8221;,2
23108,Yasss brownies &amp; ice cream &#128523; http://t.co/8qLa3JsglG,2
23117,Yea buddy RT @YallJustDontKno: A lot of NBA trash talk going on,2
23136,Yeah okay let's just put a fire cracker in a cow pie and see what happens,2
23138,Yeah that's where you're supposed to put the trash can.... #rude http://t.co/molWF0py,2
23140,Yeah they do. RT @Yankees: Six complete here at The Stadium. #Yankees lead the Red Sox 3-1. #LetsGoYankees,2
23148,Yee boy my yung nicca told me dat waxx,2
23152,Yellow jackets at gas station trash cans are THE worst,2
23154,"Yep, sources confirmed it. That Iggy concert last night was trash",2
23164,Yes. And favorites this. RT @StraightCash08: @202SOLE please tell me you didn't buy that trash,2
23167,"Yesterday, I saw a red hair do, with streaks of orange and yellow in it. Combed up like Woody Wood Pecker. And... http://t.co/o3hiKa2Fin",2
23195,Yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life,2
23210,You NEED an iPhone to use their stupid watch? Apple is just grabbing people ankles and shaking the money out of rubes pockets.,2
23237,"You all are retarded if you really Kendrick was trying to diss all those rappers, don't think just cuz names were said he was coming at them",2
23238,"You always buy me colored goldfish when my stash is low, and you are a constant inspiration to me and&#8230; http://t.co/nCPd8uSljf",2
23274,"You can only say the word negro if it's attached to the word league. Then we're totally cool, guys.",2
23288,You could be viewing the future through rose-colored glasses t... More for Libra http://t.co/UOoN09K1Dq,2
23340,"You know I'm not big on the NFL, but I'm so sick of hearing all of this ""Black and yellow"" shit. LOL @ bandwagon fans and hell, GO PACKERS!",2
23363,"You know you are in the ghetto when you see streets named Martin Luther King Jr &amp; LittleJohn. 
#halp",2
23368,You like those? Honestly they tasted like the sole of my shoes RT @rllllytired: @ItsNotHarold that's a shame.,2
23375,You losing 0-3 @sterling31 and that's what u trying to do? Stupid yardie,2
23403,You said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure,2
23404,You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.,2
